DHI,DNI,GHI,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Wind Direction,Wind Speed,Time
150,561,446,26,970,92.92,58.2,87.0,0.9,2003-09-26 08:00:00
324,200,466,27,970,88.77,44.96,100.2,0.9,2003-09-26 09:00:00
243,14,255,28,970,86.42,32.89,107.7,1.0,2003-09-26 10:00:00
354,324,651,28,960,84.85000000000001,23.94,111.6,1.0,2003-09-26 11:00:00
200,750,895,28,960,83.0,22.25,110.9,0.9,2003-09-26 12:00:00
195,732,835,28,960,82.36,29.13,107.0,0.8,2003-09-26 13:00:00
182,688,706,28,960,82.58,40.41,102.0,0.6000000000000001,2003-09-26 14:00:00
161,605,522,27,960,83.94,53.35,87.10000000000001,0.5,2003-09-26 15:00:00
167,172,235,27,960,86.15,66.96000000000001,60.2,0.5,2003-09-26 16:00:00
55,8,57,26,960,88.92,80.88,42.1,0.6000000000000001,2003-09-26 17:00:00
0,0,0,26,960,90.71,94.91,35.1,0.7000000000000001,2003-09-26 18:00:00
0,0,0,26,960,92.14,108.93,34.6,0.7000000000000001,2003-09-26 19:00:00
0,0,0,25,960,93.24,122.79,40.400000000000006,0.6000000000000001,2003-09-26 20:00:00
0,0,0,25,960,94.34,136.24,49.400000000000006,0.6000000000000001,2003-09-26 21:00:00
0,0,0,25,960,95.27,148.69,67.9,0.7000000000000001,2003-09-26 22:00:00
0,0,0,25,960,96.22,158.23,82.9,0.8,2003-09-26 23:00:00
0,0,0,24,960,96.7,160.09,87.60000000000001,0.8,2003-09-27 00:00:00
0,0,0,24,960,97.29,152.65,86.30000000000001,0.8,2003-09-27 01:00:00
0,0,0,24,960,97.51,140.92000000000002,84.30000000000001,0.7000000000000001,2003-09-27 02:00:00
0,0,0,24,960,97.47,127.72,86.0,0.8,2003-09-27 03:00:00
0,0,0,24,960,97.28,113.97,91.3,0.8,2003-09-27 04:00:00
0,0,0,24,960,97.19,100.0,99.2,0.8,2003-09-27 05:00:00
25,5,26,24,960,96.83,85.97,107.2,0.7000000000000001,2003-09-27 06:00:00
137,93,166,25,960,95.35,72.02,112.0,0.8,2003-09-27 07:00:00
241,96,292,26,960,92.91,58.29,112.5,1.0,2003-09-27 08:00:00
297,379,565,26,960,90.49,45.09,110.7,1.0,2003-09-27 09:00:00
191,719,794,27,960,88.32000000000001,33.1,111.1,1.1,2003-09-27 10:00:00
199,746,880,28,960,86.85000000000001,24.26,111.7,1.1,2003-09-27 11:00:00
401,267,648,28,960,85.67,22.65,109.0,1.0,2003-09-27 12:00:00
375,358,687,28,960,85.21000000000001,29.49,103.3,0.9,2003-09-27 13:00:00
182,687,704,28,960,85.42,40.7,91.5,0.8,2003-09-27 14:00:00
160,604,519,27,960,86.45,53.6,76.60000000000001,0.8,2003-09-27 15:00:00
145,387,296,27,960,88.54,67.19,61.5,0.9,2003-09-27 16:00:00
59,45,66,26,960,90.65,81.10000000000001,48.0,1.0,2003-09-27 17:00:00
0,0,0,26,960,92.45,95.13,40.2,1.1,2003-09-27 18:00:00
0,0,0,25,960,93.83,109.15,40.400000000000006,1.2000000000000002,2003-09-27 19:00:00
0,0,0,25,960,95.1,123.02,48.400000000000006,1.3,2003-09-27 20:00:00
0,0,0,25,960,96.22,136.51,56.900000000000006,1.5,2003-09-27 21:00:00
0,0,0,25,960,97.07,149.0,65.10000000000001,1.7000000000000002,2003-09-27 22:00:00
0,0,0,25,960,97.38,158.62,71.8,1.8,2003-09-27 23:00:00
0,0,0,25,960,97.51,160.45000000000002,77.5,1.9,2003-09-28 00:00:00
0,0,0,25,960,97.4,152.87,84.60000000000001,2.0,2003-09-28 01:00:00
0,0,0,24,960,97.38,141.05,90.5,2.1,2003-09-28 02:00:00
0,0,0,24,960,97.37,127.81,92.7,2.2,2003-09-28 03:00:00
0,0,0,24,960,97.22,114.04,92.7,2.2,2003-09-28 04:00:00
0,0,0,24,960,97.22,100.06,92.9,2.2,2003-09-28 05:00:00
24,4,25,24,960,97.1,86.03,94.5,2.2,2003-09-28 06:00:00
129,83,155,25,960,96.57,72.09,95.8,2.1,2003-09-28 07:00:00
220,55,249,26,960,94.82,58.38,101.3,1.9,2003-09-28 08:00:00
311,361,566,26,960,91.89,45.22,112.9,1.8,2003-09-28 09:00:00
388,188,546,27,960,90.55,33.3,124.7,1.7000000000000002,2003-09-28 10:00:00
415,153,555,27,960,87.27,24.58,139.1,1.7000000000000002,2003-09-28 11:00:00
370,388,728,27,960,84.54,23.05,151.20000000000002,1.7000000000000002,2003-09-28 12:00:00
300,543,772,27,960,82.55,29.84,161.70000000000002,1.7000000000000002,2003-09-28 13:00:00
257,51,296,27,960,81.51,40.99,166.5,1.6,2003-09-28 14:00:00
160,602,515,27,960,82.13,53.85,168.0,1.4,2003-09-28 15:00:00
152,46,170,27,960,85.13,67.42,168.9,1.2000000000000002,2003-09-28 16:00:00
15,0,15,26,960,88.17,81.32000000000001,172.70000000000002,1.1,2003-09-28 17:00:00
0,0,0,25,960,90.2,95.34,183.1,1.1,2003-09-28 18:00:00
0,0,0,25,960,91.95,109.37,199.4,1.1,2003-09-28 19:00:00
0,0,0,25,960,93.31,123.26,210.7,1.2000000000000002,2003-09-28 20:00:00
0,0,0,25,960,94.58,136.77,217.5,1.3,2003-09-28 21:00:00
0,0,0,24,960,95.56,149.31,221.7,1.4,2003-09-28 22:00:00
0,0,0,24,960,96.25,159.0,222.6,1.5,2003-09-28 23:00:00
0,0,0,24,960,96.76,160.81,221.9,1.5,2003-09-29 00:00:00
0,0,0,24,960,97.05,153.09,222.9,1.5,2003-09-29 01:00:00
0,0,0,24,960,97.16,141.18,226.7,1.5,2003-09-29 02:00:00
0,0,0,24,960,97.55,127.9,229.1,1.6,2003-09-29 03:00:00
0,0,0,24,960,97.55,114.11,229.4,1.7000000000000002,2003-09-29 04:00:00
0,0,0,24,960,97.79,100.12,228.7,1.8,2003-09-29 05:00:00
24,2,25,24,960,97.72,86.09,227.6,1.8,2003-09-29 06:00:00
132,159,181,25,960,97.49,72.16,228.2,1.8,2003-09-29 07:00:00
230,83,274,25,960,94.89,58.48,232.7,1.9,2003-09-29 08:00:00
218,585,630,26,960,92.23,45.35,240.2,2.0,2003-09-29 09:00:00
191,718,790,27,960,89.63,33.52,250.8,2.1,2003-09-29 10:00:00
199,746,876,27,960,87.58,24.91,262.90000000000003,2.1,2003-09-29 11:00:00
272,569,795,27,960,87.14,23.45,274.90000000000003,2.0,2003-09-29 12:00:00
195,732,828,27,960,86.73,30.19,285.0,2.0,2003-09-29 13:00:00
247,560,668,27,960,86.53,41.29,289.40000000000003,2.0,2003-09-29 14:00:00
264,111,330,27,960,88.04,54.11,293.8,1.9,2003-09-29 15:00:00
170,74,199,27,960,90.52,67.66,298.0,1.7000000000000002,2003-09-29 16:00:00
43,0,43,26,960,92.27,81.54,299.40000000000003,1.6,2003-09-29 17:00:00
0,0,0,25,960,92.96,95.56,299.2,1.7000000000000002,2003-09-29 18:00:00
0,0,0,25,960,93.94,109.59,299.5,1.8,2003-09-29 19:00:00
0,0,0,25,960,94.59,123.49,302.90000000000003,1.8,2003-09-29 20:00:00
0,0,0,25,960,95.33,137.03,303.7,1.8,2003-09-29 21:00:00
0,0,0,24,960,95.93,149.62,300.8,1.7000000000000002,2003-09-29 22:00:00
0,0,0,24,960,96.43,159.39,295.6,1.5,2003-09-29 23:00:00
0,0,0,24,960,96.9,161.16,291.0,1.4,2003-09-30 00:00:00
0,0,0,24,960,96.98,153.31,289.7,1.3,2003-09-30 01:00:00
0,0,0,24,960,97.48,141.31,283.7,1.2000000000000002,2003-09-30 02:00:00
0,0,0,24,960,98.12,127.99,273.5,1.1,2003-09-30 03:00:00
0,0,0,24,960,97.46,114.17,259.90000000000003,1.0,2003-09-30 04:00:00
0,0,0,24,960,96.65,100.18,248.1,1.0,2003-09-30 05:00:00
24,0,24,24,960,96.21,86.15,238.6,1.0,2003-09-30 06:00:00
106,372,219,25,960,95.01,72.23,228.9,0.9,2003-09-30 07:00:00
150,562,443,26,970,90.65,58.57,225.1,0.8,2003-09-30 08:00:00
176,665,643,28,970,84.24,45.49,230.7,0.8,2003-09-30 09:00:00
192,723,793,29,960,79.11,33.730000000000004,243.3,0.7000000000000001,2003-09-30 10:00:00
199,750,878,29,960,75.92,25.24,262.8,0.6000000000000001,2003-09-30 11:00:00
201,754,891,29,960,74.57000000000001,23.85,283.3,0.6000000000000001,2003-09-30 12:00:00
195,736,829,29,960,74.5,30.54,303.5,0.6000000000000001,2003-09-30 13:00:00
182,690,699,29,960,75.01,41.58,319.5,0.7000000000000001,2003-09-30 14:00:00
160,604,512,29,960,76.89,54.36,333.8,0.8,2003-09-30 15:00:00
123,447,291,28,960,79.46000000000001,67.89,346.40000000000003,1.0,2003-09-30 16:00:00
56,54,64,27,960,80.27,81.75,356.1,1.1,2003-09-30 17:00:00
0,0,0,27,960,83.2,95.77,11.9,1.1,2003-09-30 18:00:00
0,0,0,26,960,84.37,109.8,25.6,1.1,2003-09-30 19:00:00
0,0,0,26,960,85.61,123.72,37.5,1.1,2003-09-30 20:00:00
0,0,0,26,960,86.69,137.28,45.6,1.1,2003-09-30 21:00:00
0,0,0,25,960,88.15,149.93,51.3,1.1,2003-09-30 22:00:00
0,0,0,25,960,89.52,159.77,59.400000000000006,1.0,2003-09-30 23:00:00
0,0,0,25,960,90.97,161.52,68.7,0.9,2003-10-01 00:00:00
0,0,0,24,960,92.03,153.52,78.5,0.7000000000000001,2003-10-01 01:00:00
0,0,0,24,960,92.76,141.43,83.80000000000001,0.5,2003-10-01 02:00:00
0,0,0,24,960,94.03,128.07,79.7,0.3,2003-10-01 03:00:00
0,0,0,23,960,93.99,114.24,54.7,0.2,2003-10-01 04:00:00
0,0,0,23,960,95.01,100.24,32.0,0.4,2003-10-01 05:00:00
23,0,23,24,960,99.4,86.22,25.9,0.6000000000000001,2003-10-01 06:00:00
107,370,219,25,960,95.07,72.3,28.4,0.7000000000000001,2003-10-01 07:00:00
153,556,443,26,970,89.66,58.67,39.1,0.8,2003-10-01 08:00:00
181,659,643,28,970,84.60000000000001,45.64,46.0,1.0,2003-10-01 09:00:00
198,717,793,29,960,81.95,33.95,47.5,1.0,2003-10-01 10:00:00
206,744,878,29,960,79.68,25.57,44.7,1.1,2003-10-01 11:00:00
294,638,876,29,960,79.54,24.24,40.900000000000006,1.1,2003-10-01 12:00:00
273,630,814,29,960,79.86,30.9,35.1,1.3,2003-10-01 13:00:00
281,504,657,29,960,81.09,41.88,32.800000000000004,1.4,2003-10-01 14:00:00
258,76,303,28,960,83.3,54.620000000000005,34.4,1.4,2003-10-01 15:00:00
165,83,196,28,960,86.46000000000001,68.12,39.0,1.3,2003-10-01 16:00:00
25,0,25,27,960,88.29,81.97,43.5,1.3,2003-10-01 17:00:00
0,0,0,26,960,89.78,95.98,50.0,1.3,2003-10-01 18:00:00
0,0,0,26,960,90.99,110.02,58.8,1.4,2003-10-01 19:00:00
0,0,0,26,970,92.21,123.94,67.60000000000001,1.6,2003-10-01 20:00:00
0,0,0,25,970,93.99,137.53,72.9,1.9,2003-10-01 21:00:00
0,0,0,25,960,95.6,150.23,76.60000000000001,2.1,2003-10-01 22:00:00
0,0,0,25,960,97.44,160.15,79.10000000000001,2.2,2003-10-01 23:00:00
0,0,0,24,960,98.2,161.87,79.5,2.3000000000000003,2003-10-02 00:00:00
0,0,0,24,960,99.1,153.72,78.7,2.2,2003-10-02 01:00:00
0,0,0,24,960,99.44,141.56,77.7,1.9,2003-10-02 02:00:00
0,0,0,24,960,99.81,128.16,74.5,1.6,2003-10-02 03:00:00
0,0,0,24,960,99.66,114.31,68.60000000000001,1.4,2003-10-02 04:00:00
0,0,0,24,960,99.31,100.3,60.400000000000006,1.3,2003-10-02 05:00:00
22,0,22,24,960,98.93,86.28,51.1,1.2000000000000002,2003-10-02 06:00:00
107,371,219,24,970,98.1,72.38,43.3,1.2000000000000002,2003-10-02 07:00:00
153,558,443,25,970,95.76,58.77,43.400000000000006,1.3,2003-10-02 08:00:00
181,661,642,27,970,91.73,45.78,48.0,1.4,2003-10-02 09:00:00
198,717,791,28,970,86.44,34.17,48.5,1.5,2003-10-02 10:00:00
206,744,875,28,970,84.16,25.9,47.400000000000006,1.5,2003-10-02 11:00:00
207,747,886,29,960,82.14,24.64,44.8,1.6,2003-10-02 12:00:00
201,727,823,29,960,81.64,31.25,43.0,1.7000000000000002,2003-10-02 13:00:00
187,680,691,29,960,81.81,42.17,44.900000000000006,1.9,2003-10-02 14:00:00
163,593,505,28,960,83.12,54.870000000000005,48.0,2.0,2003-10-02 15:00:00
123,437,284,28,960,86.60000000000001,68.35000000000001,51.400000000000006,2.0,2003-10-02 16:00:00
55,61,64,27,960,90.14,82.19,56.3,2.1,2003-10-02 17:00:00
0,0,0,26,970,91.94,96.19,62.3,2.3000000000000003,2003-10-02 18:00:00
0,0,0,26,970,93.53,110.23,68.60000000000001,2.4000000000000004,2003-10-02 19:00:00
0,0,0,25,970,94.66,124.16,70.3,2.4000000000000004,2003-10-02 20:00:00
0,0,0,25,970,95.76,137.78,69.60000000000001,2.4000000000000004,2003-10-02 21:00:00
0,0,0,25,970,96.51,150.53,68.2,2.3000000000000003,2003-10-02 22:00:00
0,0,0,24,970,97.13,160.53,66.5,2.2,2003-10-02 23:00:00
0,0,0,24,970,97.71,162.22,63.900000000000006,2.1,2003-10-03 00:00:00
0,0,0,24,960,98.2,153.93,61.1,2.0,2003-10-03 01:00:00
0,0,0,23,960,98.66,141.68,61.400000000000006,2.0,2003-10-03 02:00:00
0,0,0,23,960,98.89,128.24,63.8,2.1,2003-10-03 03:00:00
0,0,0,23,960,99.18,114.37,65.5,2.2,2003-10-03 04:00:00
0,0,0,22,970,99.8,100.36,65.0,2.2,2003-10-03 05:00:00
23,6,24,23,970,97.02,86.34,63.6,2.2,2003-10-03 06:00:00
107,375,220,24,970,94.58,72.46000000000001,62.5,2.2,2003-10-03 07:00:00
175,500,434,26,970,87.14,58.88,63.1,2.4000000000000004,2003-10-03 08:00:00
182,668,647,28,970,78.44,45.93,64.60000000000001,2.8000000000000003,2003-10-03 09:00:00
199,726,798,30,970,73.28,34.39,65.60000000000001,3.0,2003-10-03 10:00:00
207,753,883,30,970,70.06,26.23,65.3,2.9000000000000004,2003-10-03 11:00:00
208,756,894,30,970,68.76,25.03,63.6,2.8000000000000003,2003-10-03 12:00:00
202,737,830,30,960,67.61,31.6,61.400000000000006,2.7,2003-10-03 13:00:00
188,689,697,30,960,67.6,42.46,60.6,2.6,2003-10-03 14:00:00
164,601,508,29,960,68.78,55.120000000000005,60.8,2.6,2003-10-03 15:00:00
123,442,285,28,960,74.09,68.57000000000001,64.5,2.3000000000000003,2003-10-03 16:00:00
51,35,56,27,960,80.17,82.4,69.60000000000001,2.4000000000000004,2003-10-03 17:00:00
0,0,0,26,970,82.65,96.4,74.3,2.5,2003-10-03 18:00:00
0,0,0,25,970,84.3,110.44,77.7,2.6,2003-10-03 19:00:00
0,0,0,25,970,86.12,124.39,79.5,2.6,2003-10-03 20:00:00
0,0,0,24,970,87.83,138.03,78.4,2.5,2003-10-03 21:00:00
0,0,0,24,970,89.29,150.83,75.0,2.4000000000000004,2003-10-03 22:00:00
0,0,0,23,970,91.04,160.91,70.7,2.3000000000000003,2003-10-03 23:00:00
0,0,0,23,970,92.28,162.57,65.3,2.2,2003-10-04 00:00:00
0,0,0,22,970,93.49,154.13,59.6,2.1,2003-10-04 01:00:00
0,0,0,22,960,94.13,141.8,54.2,2.1,2003-10-04 02:00:00
0,0,0,22,960,94.44,128.32,49.8,2.2,2003-10-04 03:00:00
0,0,0,21,970,94.41,114.44,45.6,2.4000000000000004,2003-10-04 04:00:00
0,0,0,21,970,94.18,100.42,43.0,2.6,2003-10-04 05:00:00
20,0,20,22,970,91.6,86.41,42.8,2.6,2003-10-04 06:00:00
108,376,221,23,970,87.10000000000001,72.54,45.400000000000006,2.4000000000000004,2003-10-04 07:00:00
155,572,450,26,970,78.74,58.98,50.1,2.4000000000000004,2003-10-04 08:00:00
183,675,652,29,970,66.83,46.08,56.3,2.9000000000000004,2003-10-04 09:00:00
200,732,802,30,970,63.84,34.62,60.0,2.9000000000000004,2003-10-04 10:00:00
208,758,886,31,970,62.41,26.57,60.400000000000006,2.7,2003-10-04 11:00:00
208,760,895,31,960,61.82,25.43,59.2,2.5,2003-10-04 12:00:00
202,739,830,31,960,62.07,31.95,57.6,2.2,2003-10-04 13:00:00
188,690,695,31,960,62.67,42.76,53.8,2.0,2003-10-04 14:00:00
164,601,505,30,960,64.59,55.38,51.1,1.9,2003-10-04 15:00:00
123,441,282,29,960,68.69,68.8,48.8,1.8,2003-10-04 16:00:00
50,43,56,28,960,74.2,82.61,47.400000000000006,1.8,2003-10-04 17:00:00
0,0,0,27,960,75.77,96.61,45.1,1.8,2003-10-04 18:00:00
0,0,0,27,960,77.74,110.65,42.8,1.8,2003-10-04 19:00:00
0,0,0,26,970,78.81,124.6,41.8,1.8,2003-10-04 20:00:00
0,0,0,26,970,79.92,138.27,39.1,1.9,2003-10-04 21:00:00
0,0,0,25,960,81.55,151.12,34.800000000000004,1.9,2003-10-04 22:00:00
0,0,0,25,960,83.05,161.28,29.4,1.9,2003-10-04 23:00:00
0,0,0,24,960,84.24,162.91,24.3,1.9,2003-10-05 00:00:00
0,0,0,24,960,85.72,154.33,19.9,2.1,2003-10-05 01:00:00
0,0,0,23,960,87.07000000000001,141.92000000000002,17.5,2.2,2003-10-05 02:00:00
0,0,0,23,960,88.39,128.4,16.0,2.4000000000000004,2003-10-05 03:00:00
0,0,0,22,960,89.48,114.5,16.400000000000002,2.5,2003-10-05 04:00:00
0,0,0,22,960,90.26,100.48,19.1,2.6,2003-10-05 05:00:00
22,0,22,22,970,89.62,86.48,23.4,2.5,2003-10-05 06:00:00
107,374,219,24,970,86.18,72.62,28.700000000000003,2.2,2003-10-05 07:00:00
154,563,444,27,970,77.02,59.09,34.4,2.3000000000000003,2003-10-05 08:00:00
205,612,629,29,970,69.41,46.24,41.1,2.7,2003-10-05 09:00:00
198,722,791,30,970,68.48,34.85,42.7,2.6,2003-10-05 10:00:00
313,567,819,31,960,69.4,26.9,40.6,2.5,2003-10-05 11:00:00
286,613,838,30,960,70.60000000000001,25.82,37.6,2.4000000000000004,2003-10-05 12:00:00
285,582,777,30,960,73.07000000000001,32.3,35.7,2.3000000000000003,2003-10-05 13:00:00
186,677,681,29,960,75.55,43.05,39.0,2.3000000000000003,2003-10-05 14:00:00
268,200,381,29,960,79.31,55.63,43.400000000000006,2.2,2003-10-05 15:00:00
121,426,273,28,960,84.23,69.03,49.5,2.0,2003-10-05 16:00:00
48,35,53,27,960,88.14,82.83,55.900000000000006,2.0,2003-10-05 17:00:00
0,0,0,26,960,90.55,96.81,63.900000000000006,2.0,2003-10-05 18:00:00
0,0,0,26,960,92.43,110.85,72.4,2.0,2003-10-05 19:00:00
0,0,0,26,960,94.3,124.82,76.10000000000001,2.0,2003-10-05 20:00:00
0,0,0,25,960,96.34,138.51,74.60000000000001,2.0,2003-10-05 21:00:00
0,0,0,25,960,98.06,151.41,75.3,2.1,2003-10-05 22:00:00
0,0,0,25,960,99.33,161.66,80.2,2.3000000000000003,2003-10-05 23:00:00
0,0,0,24,960,100.0,163.25,84.5,2.5,2003-10-06 00:00:00
0,0,0,24,960,99.85,154.52,85.80000000000001,2.6,2003-10-06 01:00:00
0,0,0,24,960,99.95,142.03,82.4,2.5,2003-10-06 02:00:00
0,0,0,24,960,99.5,128.48,76.5,2.4000000000000004,2003-10-06 03:00:00
0,0,0,23,960,99.04,114.57,70.3,2.3000000000000003,2003-10-06 04:00:00
0,0,0,23,960,98.8,100.54,65.0,2.3000000000000003,2003-10-06 05:00:00
22,0,22,23,960,98.25,86.54,61.900000000000006,2.3000000000000003,2003-10-06 06:00:00
133,167,183,24,960,95.83,72.71000000000001,62.1,2.4000000000000004,2003-10-06 07:00:00
179,493,432,25,960,89.83,59.2,66.10000000000001,2.8000000000000003,2003-10-06 08:00:00
233,545,609,27,960,84.03,46.39,68.7,2.9000000000000004,2003-10-06 09:00:00
287,531,722,28,960,78.63,35.08,68.60000000000001,3.0,2003-10-06 10:00:00
437,282,688,29,960,74.93,27.24,66.0,3.0,2003-10-06 11:00:00
381,28,407,29,960,73.82000000000001,26.21,62.7,3.0,2003-10-06 12:00:00
337,46,376,29,960,73.46000000000001,32.65,55.900000000000006,2.9000000000000004,2003-10-06 13:00:00
186,677,678,29,960,74.26,43.34,49.5,2.9000000000000004,2003-10-06 14:00:00
185,524,479,28,960,76.5,55.88,45.6,2.9000000000000004,2003-10-06 15:00:00
120,423,270,28,960,80.95,69.26,43.2,2.6,2003-10-06 16:00:00
45,28,49,27,960,85.79,83.04,42.2,2.6,2003-10-06 17:00:00
0,0,0,26,960,88.38,97.01,42.5,2.8000000000000003,2003-10-06 18:00:00
0,0,0,25,960,90.38,111.05,42.6,3.1,2003-10-06 19:00:00
0,0,0,25,960,92.14,125.03,41.2,3.2,2003-10-06 20:00:00
0,0,0,25,960,93.5,138.74,42.0,3.2,2003-10-06 21:00:00
0,0,0,24,960,94.79,151.69,45.0,3.1,2003-10-06 22:00:00
0,0,0,24,960,95.37,162.03,46.7,3.0,2003-10-06 23:00:00
0,0,0,24,960,95.77,163.6,45.5,3.0,2003-10-07 00:00:00
0,0,0,24,960,96.07,154.71,42.6,2.9000000000000004,2003-10-07 01:00:00
0,0,0,23,960,96.28,142.14,41.900000000000006,2.9000000000000004,2003-10-07 02:00:00
0,0,0,23,960,96.46,128.56,41.6,3.0,2003-10-07 03:00:00
0,0,0,23,960,96.18,114.63,40.5,3.1,2003-10-07 04:00:00
0,0,0,23,960,96.09,100.61,38.5,3.2,2003-10-07 05:00:00
21,0,21,23,960,95.15,86.61,36.1,3.2,2003-10-07 06:00:00
104,359,211,24,960,91.89,72.79,33.800000000000004,3.2,2003-10-07 07:00:00
231,86,275,26,960,86.79,59.32,32.300000000000004,3.4000000000000004,2003-10-07 08:00:00
313,274,502,28,960,82.01,46.55,31.700000000000003,3.4000000000000004,2003-10-07 09:00:00
196,709,775,29,960,78.01,35.32,32.1,3.5,2003-10-07 10:00:00
417,316,698,29,960,76.65,27.58,31.1,3.4000000000000004,2003-10-07 11:00:00
310,611,857,29,960,76.61,26.6,27.200000000000003,3.3000000000000003,2003-10-07 12:00:00
290,599,793,29,960,76.41,33.0,24.4,3.2,2003-10-07 13:00:00
340,306,562,29,960,77.06,43.63,26.0,3.2,2003-10-07 14:00:00
273,139,351,29,960,80.18,56.13,28.4,3.0,2003-10-07 15:00:00
141,44,157,28,960,84.73,69.48,30.6,2.8000000000000003,2003-10-07 16:00:00
18,0,18,27,960,88.25,83.24,30.700000000000003,2.8000000000000003,2003-10-07 17:00:00
0,0,0,26,960,90.87,97.21,30.1,2.9000000000000004,2003-10-07 18:00:00
0,0,0,26,960,92.93,111.25,30.1,3.0,2003-10-07 19:00:00
0,0,0,25,960,94.44,125.24,29.3,2.9000000000000004,2003-10-07 20:00:00
0,0,0,25,960,95.11,138.97,26.3,2.8000000000000003,2003-10-07 21:00:00
0,0,0,24,960,95.64,151.97,21.3,2.7,2003-10-07 22:00:00
0,0,0,24,960,95.91,162.39,15.4,2.6,2003-10-07 23:00:00
0,0,0,24,960,96.3,163.93,8.5,2.6,2003-10-08 00:00:00
0,0,0,23,960,96.82,154.9,0.9,2.6,2003-10-08 01:00:00
0,0,0,23,960,97.1,142.26,355.3,2.7,2003-10-08 02:00:00
0,0,0,23,960,97.47,128.64,353.40000000000003,2.8000000000000003,2003-10-08 03:00:00
0,0,0,23,960,97.58,114.7,354.6,2.8000000000000003,2003-10-08 04:00:00
0,0,0,22,960,97.63,100.67,358.20000000000005,2.8000000000000003,2003-10-08 05:00:00
20,0,20,23,960,96.85,86.69,2.1,2.7,2003-10-08 06:00:00
104,361,211,24,960,92.88,72.88,7.1000000000000005,2.6,2003-10-08 07:00:00
202,444,428,26,960,87.13,59.43,10.8,2.9000000000000004,2003-10-08 08:00:00
321,221,473,28,960,81.38,46.72,11.6,3.0,2003-10-08 09:00:00
291,575,759,29,960,77.10000000000001,35.56,10.6,3.1,2003-10-08 10:00:00
383,72,447,29,960,75.24,27.92,8.1,3.2,2003-10-08 11:00:00
400,37,433,30,960,74.4,26.99,5.2,3.2,2003-10-08 12:00:00
370,35,400,29,960,74.9,33.35,2.2,3.2,2003-10-08 13:00:00
140,0,140,29,960,76.36,43.92,358.5,3.0,2003-10-08 14:00:00
254,88,303,29,960,78.8,56.38,353.40000000000003,2.8000000000000003,2003-10-08 15:00:00
151,127,196,28,960,83.34,69.7,343.90000000000003,2.4000000000000004,2003-10-08 16:00:00
13,0,13,27,960,87.09,83.45,336.0,2.5,2003-10-08 17:00:00
0,0,0,26,960,89.17,97.41,331.3,2.6,2003-10-08 18:00:00
0,0,0,26,960,90.95,111.45,329.3,2.6,2003-10-08 19:00:00
0,0,0,25,960,92.56,125.44,331.1,2.6,2003-10-08 20:00:00
0,0,0,25,960,94.05,139.20000000000002,332.6,2.6,2003-10-08 21:00:00
0,0,0,25,960,95.39,152.25,332.5,2.6,2003-10-08 22:00:00
0,0,0,24,960,96.46,162.76,332.1,2.7,2003-10-08 23:00:00
0,0,0,24,960,97.29,164.27,331.70000000000005,2.8000000000000003,2003-10-09 00:00:00
0,0,0,24,960,97.66,155.08,332.40000000000003,3.0,2003-10-09 01:00:00
0,0,0,24,960,97.72,142.36,334.70000000000005,3.0,2003-10-09 02:00:00
0,0,0,23,960,97.83,128.71,337.6,3.1,2003-10-09 03:00:00
0,0,0,23,960,97.76,114.76,340.6,3.1,2003-10-09 04:00:00
0,0,0,23,960,97.43,100.73,343.5,3.0,2003-10-09 05:00:00
19,0,19,24,960,96.4,86.76,346.0,2.8000000000000003,2003-10-09 06:00:00
104,359,210,25,960,93.41,72.97,348.5,2.5,2003-10-09 07:00:00
152,550,431,27,960,85.04,59.55,353.5,2.9000000000000004,2003-10-09 08:00:00
180,655,628,28,960,79.26,46.88,354.20000000000005,3.0,2003-10-09 09:00:00
197,713,775,29,960,75.7,35.800000000000004,350.20000000000005,2.9000000000000004,2003-10-09 10:00:00
205,740,857,30,960,73.35000000000001,28.26,344.5,2.8000000000000003,2003-10-09 11:00:00
205,743,865,30,960,72.95,27.38,336.70000000000005,2.7,2003-10-09 12:00:00
199,722,800,30,960,72.89,33.7,328.70000000000005,2.7,2003-10-09 13:00:00
336,307,557,30,960,73.36,44.21,325.3,2.6,2003-10-09 14:00:00
231,355,427,29,960,75.53,56.63,323.6,2.4000000000000004,2003-10-09 15:00:00
117,413,259,28,960,79.45,69.92,322.3,2.1,2003-10-09 16:00:00
40,21,43,27,960,83.71000000000001,83.66,321.8,2.1,2003-10-09 17:00:00
0,0,0,27,960,85.47,97.61,323.1,2.3000000000000003,2003-10-09 18:00:00
0,0,0,26,960,85.92,111.64,325.5,2.3000000000000003,2003-10-09 19:00:00
0,0,0,26,960,86.78,125.64,326.1,2.3000000000000003,2003-10-09 20:00:00
0,0,0,25,960,87.62,139.42000000000002,324.8,2.3000000000000003,2003-10-09 21:00:00
0,0,0,25,960,88.3,152.52,322.90000000000003,2.2,2003-10-09 22:00:00
0,0,0,25,960,88.92,163.12,321.3,2.3000000000000003,2003-10-09 23:00:00
0,0,0,24,960,90.14,164.6,321.20000000000005,2.4000000000000004,2003-10-10 00:00:00
0,0,0,24,960,91.41,155.26,323.1,2.4000000000000004,2003-10-10 01:00:00
0,0,0,24,960,92.47,142.47,324.0,2.3000000000000003,2003-10-10 02:00:00
0,0,0,24,960,93.43,128.79,323.5,2.2,2003-10-10 03:00:00
